Id,y
10000,-66.00242349023121
10001,451.40650440115394
10002,-461.6764170602985
10003,40.50120875372448
10004,-126.7447224540385
10005,-342.53455181925204
10006,-396.5555421135886
10007,335.5412790790882
10008,-99.51242087062491
10009,304.8125398062759
10010,68.89453048978591
10011,412.3691954559092
10012,54.94237102476755
10013,-17.00555075477994
10014,-597.8499575722615
10015,443.5022887864146
10016,144.7744869780436
10017,-57.4111636725373
10018,134.38782757746293
10019,-108.98377598910902
10020,153.82482842506806
10021,611.7359836022034
10022,588.3896503384233
10023,-131.0167999580197
10024,-61.13562114122826
10025,-374.2484953169729
10026,74.15799307965446
10027,137.43837873610372
10028,420.0866117967907
10029,196.76562571344516
10030,268.4428498005338
10031,638.4749102511101
10032,127.37873138691799
10033,1.3491187584001707
10034,22.710453177406855
10035,342.23953452256535
10036,307.7039669741725
10037,348.1382087009416
10038,-168.65286130735439
10039,-20.22113090461811
10040,-551.7499275731109
10041,-429.9718040667419
10042,261.89195870674354
10043,389.8204261292213
10044,-96.16562227356602
10045,-210.7108012563273
10046,278.8818687840131
10047,-427.45330103104874
10048,-172.9032529175696
10049,467.2643783557848
10050,-631.55873558744
10051,-355.5316593381778
10052,143.17327553860454
10053,69.1992025989414
10054,275.58827397672735
10055,-263.18861220410406
10056,167.49830723241203
10057,104.5778958901417
10058,230.07008661007728
10059,20.988026644576536
10060,-4.822581262502318
10061,-201.92294081063756
10062,560.0639265657707
10063,55.28847625244831
10064,671.3015746918347
10065,-493.74873828522914
10066,-279.3530367325923
10067,-53.71252761314608
10068,379.6981955009763
10069,315.07141085798395
10070,169.13001732614254
10071,-271.5993032690106
10072,783.8022226750342
10073,44.57731151554839
10074,57.40678005457906
10075,-161.07827414306828
10076,-220.66957847885746
10077,223.2412944292918
10078,352.6655955437566
10079,13.163291366266677
10080,-461.9941469857305
10081,305.3721466914244
10082,-230.59656173861055
10083,359.0744432425444
10084,-430.2605633759212
10085,-115.54882205546437
10086,-88.96006387867413
10087,-488.2901898080425
10088,-139.35033854713646
10089,57.33880810852545
10090,-190.33624272166523
10091,-6.5080929148235445
10092,189.29107774701734
10093,346.603678185656
10094,871.6273206485918
10095,-147.01353738653933
10096,443.4899377794315
10097,-30.49843297443875
10098,185.46345753445857
10099,-119.91717151732777
10100,43.57523800180913
10101,58.31857155224351
10102,-197.15246829839913
10103,-70.47160678841283
10104,-342.8460532886675
10105,-29.233589873716614
10106,49.52292929610424
10107,-16.246144137911603
10108,33.77506926160757
10109,-68.88307748324128
10110,25.863399493696175
10111,-617.3142842716964
10112,-185.9044130119506
10113,323.78310610938786
10114,-35.66219572212669
10115,-733.5297711613845
10116,-240.7385626473599
10117,-381.9731466242493
10118,75.31994462169516
10119,36.6103264591175
10120,-28.756270225024252
10121,-481.1606279685905
10122,408.85023042299053
10123,-765.0217471991642
10124,178.07269651637122
10125,-7.649879385671616
10126,134.79684623375823
10127,-477.4585142128698
10128,-248.7062530132367
10129,-361.88465722386417
10130,-18.755611748554145
10131,7.795604374434637
10132,-109.105989725385
10133,-63.07374524219491
10134,591.8231837349169
10135,259.6126336966298
10136,-279.8658320087671
10137,93.22535940051884
10138,-427.28731541913623
10139,84.38656633089852
10140,-311.54463064415785
10141,11.419268612560064
10142,-297.83146842358497
10143,-331.9289709686444
10144,656.0132305257322
10145,-476.6626813650553
10146,361.1940451337737
10147,-150.18526861192328
10148,299.94671902432646
10149,-191.72143219270615
10150,151.94999511612
10151,-64.6727578157662
10152,351.2448616306327
10153,-370.63644575627245
10154,349.22498178611147
10155,273.5246096168019
10156,783.1971843196883
10157,-124.23788973573802
10158,-155.22004432990866
10159,-506.95564938641206
10160,201.69321238561636
10161,-415.1740571596373
10162,-348.16510516956646
10163,-201.95224108681077
10164,-658.9504470533375
10165,179.3464016817153
10166,124.06925816168764
10167,-209.15025355201755
10168,213.70513477400615
10169,-82.1172102380904
10170,-97.11026989727135
10171,124.26800574647946
10172,50.289915657144036
10173,538.7439592813374
10174,630.0175345543364
10175,217.25927782654426
10176,-491.7337413267087
10177,-131.1417511388346
10178,362.3930224172942
10179,-14.363038055407573
10180,-30.2617573616766
10181,-107.32358076729898
10182,-334.06259292967195
10183,299.5063996464324
10184,-103.47221484505465
10185,179.82049946719468
10186,122.2007088790073
10187,86.58037161690812
10188,386.48256056699273
10189,-613.3611745045836
10190,-269.81638738346146
10191,260.7314512622864
10192,-44.620161280427546
10193,-159.15717576416677
10194,-145.24559879357477
10195,447.2282148759994
10196,476.3569859695949
10197,121.79421345327178
10198,-1.5356790561063756
10199,410.7440965387795
10200,90.82809979964684
10201,150.07336956845063
10202,24.033652961548214
10203,273.8866340536287
10204,-154.52926038025174
10205,42.58890150706536
10206,617.3417063168573
10207,38.939360761427615
10208,-91.43610119490397
10209,225.3532747739108
10210,151.0582757708556
10211,-86.9166477364608
10212,-101.71788958007241
10213,161.9377650260555
10214,357.87041410354425
10215,32.14597818655409
10216,-379.14539920029233
10217,-165.94213222367242
10218,257.4539216945413
10219,-124.83850779184186
10220,47.084514722991216
10221,-67.05065138980335
10222,287.173344134164
10223,836.2674277701625
10224,-78.73329260205516
10225,-293.0092291521956
10226,284.9163264622564
10227,377.9514320082292
10228,-473.9426195897222
10229,-538.8094549766041
10230,-372.90475040318904
10231,-83.37700889968718
10232,157.46205951911196
10233,167.50291456151197
10234,-105.69040574319521
10235,561.161687917629
10236,-149.35531895746925
10237,196.9668051235234
10238,-33.81991172758074
10239,5.199419882337105
10240,-121.70842296063267
10241,53.47357981737761
10242,531.2918938411236
10243,-157.6026225893771
10244,-183.77196239261266
10245,643.8322464256647
10246,17.780306010129642
10247,-92.07939719460143
10248,485.4931646050766
10249,-221.23657860793986
10250,490.6065050484627
10251,-43.677159154248976
10252,139.93322987117642
10253,207.50447442761163
10254,17.092647024359497
10255,-396.47203316052963
10256,-168.30166761529327
10257,-75.59324100124536
10258,-292.0735078007693
10259,-59.37366534663149
10260,247.36904706438497
10261,206.83112758185518
10262,17.462464464079297
10263,-181.81148500656977
10264,300.1761509454855
10265,-567.6387247955889
10266,311.59327285263515
10267,-9.929511835494562
10268,161.40782304547832
10269,272.38559922972337
10270,55.12245741942565
10271,-15.27826741219716
10272,286.4023019429025
10273,387.888611943474
10274,-148.5788886363852
10275,171.95235244839637
10276,-411.57059222267884
10277,213.8025382707521
10278,133.9300243737169
10279,-99.01717750124286
10280,-162.4172422455818
10281,-39.07419011347828
10282,-295.1584521832391
10283,141.32481354359612
10284,163.05983005334468
10285,-55.45540146241694
10286,-145.7406760935224
10287,16.35046243635341
10288,-364.29855848282824
10289,558.6630187376717
10290,40.05066121900736
10291,67.63734504296949
10292,559.8400846554666
10293,469.80694715741674
10294,-149.49980105452937
10295,-328.82278669969577
10296,425.7713170466749
10297,85.50466241179349
10298,-166.9155370558495
10299,-662.2984070393496
10300,50.280391653003406
10301,-11.355718332960077
10302,-451.8112644495327
10303,78.67283313413074
10304,-386.8187999173562
10305,-273.2273830523728
10306,352.01504544002296
10307,-263.8480409181027
10308,-214.73022299361116
10309,-84.88115489738546
10310,745.8832791254233
10311,-418.97510845227566
10312,739.1991251661939
10313,-469.07742635294716
10314,481.8298448656708
10315,363.20797478743964
10316,-270.2530418207191
10317,-399.5921247161323
10318,234.45728030706576
10319,-38.73469357032687
10320,238.36874871850756
10321,28.69744199018371
10322,238.23095785965475
10323,-130.00744030000033
10324,-681.2945617788484
10325,61.580652959543826
10326,-444.92985067095924
10327,-14.71320839283986
10328,680.4767823428579
10329,288.7326064937663
10330,839.9704901556727
10331,416.6574765191816
10332,167.35603728915856
10333,-86.77953786706651
10334,332.76996760043613
10335,-201.33443093425333
10336,-43.6250829878413
10337,-107.90237779609649
10338,-284.035738025171
10339,232.60855717832752
10340,237.83315171540164
10341,74.39980567720349
10342,255.51770406364537
10343,-168.64961928561027
10344,68.56334601629023
10345,-365.4419817252605
10346,189.70649886094586
10347,-369.8332497667098
10348,-250.9002439023791
10349,76.31355019623201
10350,-344.9455092337761
10351,-187.42339326812717
10352,482.1697569825223
10353,125.75266972886008
10354,450.6919437521873
10355,216.1761901820817
10356,34.341935719305184
10357,57.51145596121602
10358,-211.41949894712653
10359,49.76249180949305
10360,76.11104020758359
10361,-29.196254490440094
10362,33.04895852873619
10363,364.56271216309995
10364,234.4828098731535
10365,-21.79655485909251
10366,-476.9378770478014
10367,43.56765899304602
10368,-310.9572136651706
10369,-46.941116226037174
10370,181.19558107133608
10371,-214.96242982007166
10372,-80.2270603152222
10373,841.2082291657398
10374,102.3567870858707
10375,37.29773804688136
10376,77.39818275960273
10377,435.79452149369195
10378,111.39479265155651
10379,-128.82922415387378
10380,573.0501210583959
10381,48.60246807791145
10382,-68.55414659218825
10383,56.68162450583015
10384,-360.30993199944004
10385,131.9019228345042
10386,-264.52589763343053
10387,-378.79324972499364
10388,-190.0992925997663
10389,862.9152130409637
10390,159.5764966623117
10391,514.0204635801456
10392,61.38766780340782
10393,720.8758958326596
10394,-450.97673103980225
10395,105.89444211999661
10396,-27.532603044003572
10397,-23.435561966771488
10398,331.20599829494756
10399,-156.02456394824006
10400,0.9477018385604944
10401,17.232405165319072
10402,143.2390841702128
10403,53.22645139074792
10404,41.01334926979482
10405,-129.3925514683476
10406,430.91652104593123
10407,-427.9096196573556
10408,49.11400485209266
10409,-221.64758038918885
10410,-313.75971218684987
10411,115.24452244706926
10412,96.10097204453507
10413,-399.9159849424215
10414,-8.411407923563859
10415,733.184132437471
10416,-332.42676649165156
10417,83.67612042194455
10418,339.79274865544215
10419,-35.11570131451475
10420,38.204335433877866
10421,-606.1984890559302
10422,194.27285338946217
10423,155.0315511615819
10424,-111.2564778734821
10425,-63.33937163651645
10426,403.93581872896334
10427,690.9194303358614
10428,75.78129943645042
10429,-340.31540652357586
10430,-195.76159542698127
10431,40.44513870875427
10432,-137.65418796029246
10433,-95.67479658954494
10434,290.84353787250427
10435,568.4646813472779
10436,351.21865075407567
10437,194.71516658168443
10438,-312.15084208719423
10439,-518.310786872449
10440,-80.75158048061454
10441,-109.91053830578542
10442,491.4108364751969
10443,371.48514486049373
10444,343.8566446684358
10445,114.60785397368302
10446,-315.2044219098829
10447,83.10396509306996
10448,-82.59915101774241
10449,-182.2190272252772
10450,-294.91729245130387
10451,-294.2105553148693
10452,611.547041735652
10453,-34.756134103592096
10454,-115.04157690057798
10455,263.27933790237796
10456,346.05651209283866
10457,194.61161526911093
10458,257.35614963849423
10459,-303.20809492711635
10460,-173.19591085705858
10461,-88.53983448578352
10462,137.6016120001144
10463,337.0486492780674
10464,155.72523460362706
10465,-250.29079290523975
10466,148.06340015143428
10467,333.6821886093765
10468,-260.3363923834268
10469,340.3079092279151
10470,224.68535571269564
10471,-607.2797170619318
10472,-54.859592940918034
10473,-685.0910817258434
10474,268.25827077859344
10475,108.79743563388303
10476,-233.16761717272155
10477,115.89088157850382
10478,75.28875461498436
10479,312.5869539403424
10480,78.42590704679506
10481,-509.6307964395842
10482,142.15294578474675
10483,-567.6096744598851
10484,99.19784411012955
10485,181.76569364681
10486,-27.407098394358982
10487,-646.8210508159775
10488,-261.6328162502987
10489,-398.8768891978148
10490,-259.41075205618364
10491,-252.0574035679909
10492,-25.647967227333677
10493,-479.3579494231412
10494,109.91068619021978
10495,161.94257969114014
10496,-436.8071742397559
10497,-66.01220442256928
10498,-73.60538265407085
10499,51.00273944619513
10500,7.60968103216489
10501,-38.390486731083925
10502,493.59597060692937
10503,-303.44908054448655
10504,285.3630587606862
10505,236.93082121946426
10506,-112.9028873820915
10507,-104.91639705404596
10508,70.11071172015325
10509,-334.40218077461856
10510,-526.1520613513326
10511,26.695126681541613
10512,16.62507687890706
10513,-282.62391868623973
10514,-156.76438922324917
10515,-368.7038524010557
10516,87.26698388397296
10517,9.621961449395343
10518,159.33855433394982
10519,737.8354361900716
10520,-63.525614896838896
10521,253.39234540406838
10522,-195.4792622604796
10523,-233.60406275700683
10524,672.0430027603308
10525,161.0264781163408
10526,-86.9238858837826
10527,767.449937631787
10528,300.14345470154166
10529,-264.6332621205317
10530,506.80692249836846
10531,413.7325757860605
10532,-227.9556542045876
10533,270.7218219182454
10534,166.2721453884312
10535,467.8359469952983
10536,691.0141927413326
10537,-235.1955016257744
10538,-204.49475633783572
10539,235.56549902567036
10540,481.50822898950327
10541,-404.2863716261711
10542,499.6345988790237
10543,-280.4236242835581
10544,349.635357012774
10545,56.27921855932632
10546,377.78382419955216
10547,58.239294125082395
10548,424.299812174649
10549,85.80041244154783
10550,-252.9928885245903
10551,172.8678449550211
10552,-190.10660020571595
10553,306.96428652366995
10554,-179.11766493342523
10555,-155.77590494004858
10556,-208.75257057910946
10557,-257.4259780204177
10558,-187.8870804578446
10559,178.9596858980328
10560,769.2994246067668
10561,131.4540049564637
10562,-86.33605847725562
10563,-440.789694128799
10564,522.2063378416937
10565,74.26044537058789
10566,-273.3451908082491
10567,23.885483202722416
10568,-140.88619011673723
10569,337.4418933254645
10570,63.425120244032506
10571,-78.12104360563887
10572,-209.41596150610775
10573,-354.30221699578993
10574,261.54958940727454
10575,252.7847530350222
10576,415.3327934963982
10577,-341.41062177496275
10578,-101.54306561728953
10579,-82.98003734434684
10580,-146.19185945083157
10581,-400.95700950885094
10582,114.68810161530752
10583,-318.409449172842
10584,-27.128651113152866
10585,253.39206355032326
10586,-15.16159723590915
10587,490.2763101566996
10588,67.16055415515999
10589,-583.6536301606628
10590,566.8292227808805
10591,-659.7840206113425
10592,-280.3445865766315
10593,-618.4849576034646
10594,-403.0815217720831
10595,52.580795867776665
10596,154.13724781790623
10597,-187.18724588645836
10598,45.06432286401812
10599,389.86980245897763
10600,497.4944277009735
10601,-172.6046614569701
10602,-199.48804830691236
10603,146.3321354045879
10604,-745.9314211823652
10605,-230.93578234679637
10606,-157.73768823510525
10607,170.5558567216059
10608,58.528195791274086
10609,21.778235377084343
10610,-33.845432388595135
10611,527.0115321450187
10612,370.35979324782176
10613,-83.70884929336698
10614,-297.8667818275181
10615,379.63004164090444
10616,-194.49981867886368
10617,-59.08115423923997
10618,-59.050741456084694
10619,-265.79533104064114
10620,-488.3242148449638
10621,-28.133316815095405
10622,-110.89724251664028
10623,642.5198198743138
10624,-25.104958245574597
10625,368.27465472014774
10626,274.79921352704275
10627,416.5261293363844
10628,110.57324867984353
10629,561.3783520521674
10630,497.14376211577775
10631,-201.60987734450947
10632,-370.0522982615882
10633,731.0573724235976
10634,-380.13707915516886
10635,-200.60251550520996
10636,272.08601189375463
10637,269.8405899107625
10638,-243.56399508534471
